,debtor_name,debtor_nik,debtor_address,debtor_number,debtor_company,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,payment1,payment2,payment3,payment4,payment5,payment6,payment7,payment8,payment9,payment10,payment11,payment12,bil1_late1,bill_late2,bill_late3,bill_late4,bill_late5,bill_late6,bill_late7,bill_late8,bill_late9,bill_late10,bill_late11,bill_late12,arrears1,arrears2,arrears3,arrears4,arrears5,arrears6,arrears7,arrears8,arrears9,arrears10,arrears11,arrears12,aging,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status
2705,Tony Franklin,3349409381746699,"Jalan Jend. A. Yani No. 88
Kendari, KI 45137",+62 (0042) 397-3434,PT Brady (Persero) Tbk,laki-laki,S2,Retired,4,18000000.0,2023-08-29,14541666.666666666,28500000,27650000,142,8,Tidak tertagih,281,2,17500000,29083333.33333333,11000000,18500000,21000000,10000000,12000000,6500000,3000000,22500000,23000000,19000000,25000000,3000000,28,0,0,0,23,25,0,30,2,1,9,24,1,0,0,0,1,2,0,1,0,0,0,1,Diragukan,45137,1,7,"Kalimantan Timur, 02-12-1980",43,Pengusaha,Cerai mati
2706,Jill Kelley,2767337910469321,"Jl. Sukabumi No. 97
Singkawang, Bali 99793",+62 (286) 325-3439,PT Melendez,perempuan,D2,Retired,4,10500000.0,2023-03-03,13916666.666666666,18500000,14450000,0,0,Tidak tertagih,272,0,18500000,0.0,10000000,11500000,12500000,14500000,13500000,18500000,16500000,14500000,16500000,13500000,13000000,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,99793,19,18,"Maluku, 16-08-1970",53,Profesional,Menikah
2707,Angela Carpenter,9238309018958748,"Jl. Cikapayang No. 313
Makassar, Kalimantan Timur 56160",+62 (30) 940-4094,UD Johnson Sanchez,laki-laki,D1,Full-time,1,15500000.0,2023-01-08,14500000.0,24500000,24350000,158,8,Tidak tertagih,145,2,16000000,29000000.0,5500000,11000000,19500000,12000000,16500000,15000000,14500000,11500000,14500000,21000000,13500000,19500000,9,0,7,30,25,0,0,29,0,4,27,27,0,0,0,1,2,0,0,1,0,0,1,2,Diragukan,56160,8,2,"Sumatera Selatan, 13-12-1986",37,Pengusaha,Belum menikah
2708,Jasmine Andersen,8084018016108681,"Gang Setiabudhi No. 852
Manado, Aceh 97174",+62 (066) 349 7609,Perum Reynolds Yoder (Persero) Tbk,perempuan,S1,Full-time,4,24000000.0,2023-02-11,16875000.0,23500000,14750000,132,6,Tidak tertagih,207,3,4000000,50625000.0,21000000,3500000,22000000,19000000,24500000,13500000,25000000,24000000,5500000,28500000,9000000,7000000,15,0,0,0,0,0,17,29,20,0,26,25,1,0,0,0,0,0,1,2,3,0,1,2,Diragukan,97174,9,18,"Kepulauan Bangka Belitung, 02-02-1971",52,Buruh,Cerai hidup
2709,Mitchell King,4040447675220948,"Jalan Peta No. 03
Surabaya, KR 75688",+62-20-227-8369,CV Stewart Robinson (Persero) Tbk,perempuan,D3,Contract,0,10500000.0,2023-01-16,16208333.333333334,6500000,5850000,79,3,Tertagih,477,1,13000000,16208333.333333334,19000000,18500000,16000000,18500000,13500000,18500000,16500000,15500000,13500000,14000000,18000000,13000000,22,0,30,0,0,0,27,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,DPK,75688,15,3,"Lampung, 15-10-1995",28,Pegawai Negeri,Menikah
2710,Jordan Kelly,2331763055498820,"Gg. Otto Iskandardinata No. 43
Padang, Sumatera Selatan 90152",+62 (094) 359 1621,CV Harmon Watkins,perempuan,SMA,Contract,1,13700000.0,2023-02-25,15125000.0,13000000,6800000,62,3,Tertagih,370,1,7500000,15125000.0,12500000,14000000,16500000,16000000,12500000,15500000,12500000,19500000,15500000,10000000,19000000,18000000,0,27,0,0,28,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,DPK,90152,3,6,"Kalimantan Utara, 15-03-1960",63,Pengusaha,Cerai mati
2711,Martin Gomez,8713631195053123,"Gg. Antapani Lama No. 9
Tidore Kepulauan, RI 08748",+62 (01) 526-0551,CV Roth Perez,laki-laki,D1,Full-time,0,28500000.0,2023-07-02,35083333.333333336,36000000,24600000,0,0,Tertagih,680,0,9500000,0.0,34500000,34000000,35000000,37500000,39500000,37500000,32000000,33000000,31000000,36500000,37500000,33000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,08748,15,5,"Sulawesi Tengah, 10-06-1979",44,Pegawai Swasta,Belum menikah
2712,Matthew Booker,4035784166195922,"Gang S. Parman No. 50
Magelang, Kepulauan Riau 97405",+62-0668-474-5497,PT Johnson Torres,perempuan,D3,Full-time,0,15500000.0,2023-03-20,14166666.666666666,17000000,14500000,32,2,Tertagih,511,1,14500000,14166666.666666666,20500000,23000000,18500000,8500000,7000000,12500000,18000000,9000000,5000000,7500000,26500000,14000000,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,97405,10,3,"Banten, 29-10-1984",39,Pegawai Swasta,Cerai hidup
2713,Mr. William Mendoza,6269641349305215,"Gg. Siliwangi No. 7
Mataram, Kalimantan Barat 73733",+62-010-878-8025,PD Pena Johnson,laki-laki,D1,Retired,4,10500000.0,2023-07-05,14208333.333333334,7000000,4200000,42,2,Tertagih,230,2,4000000,28416666.666666668,10500000,11000000,11000000,19500000,12500000,17500000,15000000,11500000,10000000,18500000,17500000,16000000,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,DPK,73733,11,10,"Aceh, 17-01-1981",42,Buruh,Cerai hidup
2714,Luis Herrera,5488538630216923,"Jl. Suniaraja No. 1
Prabumulih, Papua 55376",+62-55-235-1189,UD Mcdonald Harper,laki-laki,SMA,Contract,4,9700000.0,2023-09-03,13791666.666666666,11500000,5850000,9,2,Tidak tertagih,230,0,13000000,0.0,13000000,11000000,15500000,11500000,19000000,11500000,15000000,18500000,11000000,10000000,12000000,17500000,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,55376,7,17,"Aceh, 02-10-1970",53,Pegawai Negeri,Cerai hidup
2715,Debra Williams,2684210237935824,"Gang HOS. Cokroaminoto No. 509
Padang, Gorontalo 98718",+62 (0768) 049 7559,CV Fowler,perempuan,S1,Contract,4,27000000.0,2023-02-21,33166666.666666668,33500000,26550000,160,9,Tidak tertagih,424,4,8000000,132666666.66666669,31500000,31500000,37000000,36500000,32500000,31500000,31500000,33000000,39500000,31000000,32500000,30000000,28,11,10,0,21,0,20,23,16,24,7,0,1,0,0,0,1,0,1,2,3,4,0,0,Diragukan,98718,6,17,"Kalimantan Barat, 15-01-1985",38,Pegawai Swasta,Cerai mati
2716,Anthony Nelson,3957877120316498,"Gang Suniaraja No. 327
Yogyakarta, MU 66668",+62 (060) 324 7407,PT Johnston (Persero) Tbk,laki-laki,SMA,Contract,1,9700000.0,2023-04-08,14541666.666666666,17500000,15350000,0,0,Tertagih,322,0,3500000,0.0,14500000,14000000,19500000,15000000,15500000,13500000,15000000,19500000,12500000,11500000,10000000,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,66668,6,16,"Bali, 26-01-1962",61,Profesional,Menikah
2717,Timothy Anderson,3331754883809888,"Jalan Moch. Ramdan No. 73
Palembang, Sulawesi Selatan 71315",+62 (04) 548-2208,PD Braun,perempuan,SMP,Not-employed,2,200000.0,2023-05-15,5833333.333333333,1500000,1450000,121,6,Tidak tertagih,5,1,7000000,5833333.333333333,8000000,5000000,5000000,8000000,1500000,4000000,8000000,4500000,9500000,9500000,5000000,2000000,13,6,0,29,0,21,0,24,0,0,28,0,0,0,0,1,0,1,0,1,0,0,1,0,Diragukan,71315,11,19,"Jambi, 14-10-1988",35,Pengusaha,Cerai mati
2718,Michael Joseph,2823989871324339,"Gg. Gedebage Selatan No. 18
Sukabumi, SU 03405",+62-034-350-0215,PT Berger,perempuan,D3,Retired,3,20500000.0,2023-06-15,15708333.333333334,3000000,2500000,14,2,Tertagih,511,0,5500000,0.0,19000000,21000000,10500000,14500000,15500000,15500000,18000000,13500000,21000000,11500000,6500000,22000000,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,03405,20,15,"Papua, 05-04-1980",43,Buruh,Cerai hidup
2719,Virginia Austin,8714366347575625,"Gang Dr. Djunjunan No. 90
Ambon, Sulawesi Tenggara 99244",+62-0028-051-8665,PD Barron Bowers (Persero) Tbk,perempuan,S3,Retired,4,18000000.0,2023-05-05,16875000.0,25000000,20700000,52,4,Tidak tertagih,216,1,3000000,16875000.0,20000000,21500000,5000000,2500000,11000000,27500000,9000000,27000000,18000000,24500000,19500000,17000000,0,9,0,5,0,0,0,12,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,DPK,99244,19,8,"DI Yogyakarta, 06-12-1967",56,Pengusaha,Belum menikah
2720,Johnathan Young,7782976719482415,"Gang Sentot Alibasa No. 4
Banjar, Nusa Tenggara Barat 97323",+62-65-717-6884,PD Massey Lin,laki-laki,D1,Retired,3,25500000.0,2023-04-25,35625000.0,30000000,22300000,0,0,Tertagih,454,0,6000000,0.0,35500000,34000000,36000000,33000000,38500000,35000000,33500000,38500000,32500000,33500000,39000000,38500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,97323,14,9,"Gorontalo, 05-07-1975",48,Pengusaha,Cerai hidup
2721,Adam Rojas,6171257666606911,"Gang Cihampelas No. 44
Batu, SB 38085",+62 (0454) 552 7800,PD Williams Jenkins,perempuan,S1,Full-time,3,19000000.0,2023-03-08,13541666.666666666,10000000,6600000,10,1,Tertagih,596,0,4500000,0.0,9500000,26500000,11000000,7000000,12500000,6000000,10500000,3500000,11000000,16000000,24500000,24500000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,38085,17,15,"Papua, 06-10-2000",23,Pegawai Negeri,Belum menikah
2722,Cory Smith,3618155917495006,"Jl. Suryakencana No. 398
Surabaya, Sumatera Selatan 24170",+62 (084) 185 6407,Perum Lambert Brown,perempuan,D3,Contract,0,18500000.0,2023-07-10,15166666.666666666,16500000,8650000,157,10,Tidak tertagih,107,2,11000000,30333333.33333333,2000000,20000000,17000000,11500000,19000000,13500000,17000000,7500000,16000000,16000000,19000000,23500000,28,8,4,29,19,3,0,0,10,26,23,7,1,0,0,1,2,0,0,0,0,1,2,0,Diragukan,24170,16,4,"Lampung, 21-06-1991",32,Pengusaha,Cerai mati
2723,Heather Morrison,2385558307623450,"Jl. PHH. Mustofa No. 56
Bandung, Papua 59678",+62-004-890-6992,PD Smith,perempuan,D1,Part-time,0,10500000.0,2023-02-28,15541666.666666666,11000000,6500000,11,2,Tertagih,404,0,11500000,0.0,19500000,15000000,14500000,17000000,14000000,17000000,13500000,12500000,19000000,11500000,14500000,18500000,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,59678,16,15,"Kepulauan Bangka Belitung, 27-04-1965",58,Pengusaha,Menikah
2724,Brian Fritz,2047296047495632,"Gg. Setiabudhi No. 50
Pagaralam, Maluku Utara 94216",+62 (313) 948-1194,Perum Garcia Mercer,laki-laki,SMA,Part-time,1,9700000.0,2023-01-09,13958333.333333334,18000000,9400000,28,1,Tidak tertagih,396,1,4500000,13958333.333333334,14500000,10500000,11500000,12500000,14000000,11500000,12500000,11500000,19500000,14500000,16500000,18500000,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,DPK,94216,17,11,"Nusa Tenggara Timur, 27-05-1961",62,Profesional,Belum menikah
2725,Mr. Andrew Hester,7815344400634974,"Gang Wonoayu No. 77
Kediri, Kepulauan Bangka Belitung 48910",+62-69-753-1197,UD Spence Bridges Tbk,laki-laki,D1,Full-time,1,19500000.0,2023-03-16,16500000.0,26500000,21950000,27,3,Tertagih,638,0,6000000,0.0,28000000,15000000,10500000,18500000,25000000,4500000,3000000,23500000,14000000,15000000,29500000,11500000,13,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,48910,12,10,"Bengkulu, 25-05-1969",54,Pegawai Negeri,Belum menikah
2726,Brendan Ramsey,2259164646215913,"Gang Jamika No. 18
Tangerang, Jawa Timur 94697",+62 (053) 329-9598,Perum George Gutierrez (Persero) Tbk,laki-laki,D3,Full-time,3,17500000.0,2023-05-07,15291666.666666666,4000000,3700000,140,9,Tidak tertagih,292,1,13500000,15291666.666666666,25500000,4000000,5000000,26500000,9500000,27500000,22500000,14000000,8000000,11500000,23500000,6000000,26,0,11,11,21,10,0,10,18,0,8,25,1,0,0,0,1,0,0,0,1,0,0,1,Diragukan,94697,13,18,"Aceh, 13-03-1995",28,Pegawai Negeri,Menikah
2727,Gabrielle Pierce,8800230002083015,"Jl. Sukabumi No. 0
Kota Administrasi Jakarta Utara, KI 83615",+62-0665-501-9168,UD Mullins Christian,perempuan,S1,Retired,4,13000000.0,2023-08-27,13708333.333333334,16000000,9000000,58,4,Tidak tertagih,337,1,4000000,13708333.333333334,15500000,14000000,16000000,18000000,10500000,12000000,18500000,12500000,13000000,12000000,12500000,10000000,4,0,2,0,0,0,30,0,0,22,0,0,0,0,0,0,0,0,1,0,0,1,0,0,DPK,83615,15,20,"Kepulauan Riau, 18-09-1976",47,Pengusaha,Menikah
2728,Michael Lyons,2190845400593206,"Gg. Ronggowarsito No. 27
Sungai Penuh, Kalimantan Barat 88749",+62 (0246) 813-7362,PT Cooper Hamilton,laki-laki,D1,Full-time,3,17500000.0,2023-08-25,12708333.333333334,22000000,19900000,0,0,Tertagih,574,0,8000000,0.0,16000000,2000000,19000000,9500000,12000000,24000000,24500000,14000000,7000000,3000000,9000000,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,88749,1,5,"Gorontalo, 08-08-1969",54,Pengusaha,Belum menikah
2729,Kimberly Baker,2781282550367974,"Gg. Medokan Ayu No. 403
Pematangsiantar, PB 36699",+62 (612) 116 3235,UD Frank Wang Tbk,laki-laki,S3,Full-time,4,19000000.0,2023-07-23,15166666.666666666,14000000,10800000,126,7,Tidak tertagih,235,3,10500000,45500000.0,5000000,15500000,9000000,24000000,12500000,21000000,25500000,3000000,28000000,22500000,2000000,14000000,25,19,29,0,0,0,3,26,0,1,23,0,1,2,3,0,0,0,0,1,0,0,1,0,Diragukan,36699,14,20,"Kalimantan Tengah, 08-07-1994",29,Pegawai Negeri,Menikah
2730,Joseph Williams,1435521811727899,"Jl. Cikutra Barat No. 763
Kota Administrasi Jakarta Utara, PA 60234",+62 (14) 379 2575,Perum Moore Johnson,laki-laki,D1,Retired,4,10500000.0,2023-05-19,13625000.0,9000000,5200000,29,2,Tidak tertagih,269,1,7000000,13625000.0,10000000,10000000,16000000,18000000,10500000,16500000,18000000,11000000,16500000,12500000,14000000,10500000,15,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DPK,60234,10,8,"Riau, 29-08-1972",51,Pegawai Negeri,Belum menikah
2731,Rebecca Turner,5677565928125467,"Gg. Asia Afrika No. 36
Kota Administrasi Jakarta Selatan, Kepulauan Riau 35875",+62 (036) 468-2435,PD Harris,perempuan,S1,Retired,4,21000000.0,2023-07-20,17541666.666666668,22000000,18200000,64,7,Tidak tertagih,127,1,18000000,17541666.666666668,6000000,23500000,17000000,21500000,19000000,22000000,13000000,21500000,12000000,25000000,18500000,11500000,10,16,4,1,0,0,0,0,26,0,4,3,0,1,0,0,0,0,0,0,1,0,0,0,DPK,35875,14,6,"Sulawesi Utara, 25-11-1997",26,Buruh,Belum menikah
2732,Charles Decker,9891444830328401,"Gang Monginsidi No. 21
Padangpanjang, KS 64610",+62 (0260) 799 9142,CV Gonzalez Tbk,laki-laki,D3,Retired,3,18500000.0,2023-02-03,14541666.666666666,6000000,3900000,19,1,Tertagih,502,1,10000000,14541666.666666666,14000000,26000000,13000000,13500000,27500000,29000000,8000000,25500000,8500000,2500000,5000000,2000000,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,64610,15,5,"Sulawesi Utara, 20-03-1979",44,Pengusaha,Cerai mati
2733,Andrew Ferguson,2863212414534621,"Gg. Gardujati No. 4
Ambon, Gorontalo 86877",+62 (122) 252 5526,Perum Gonzalez Foster,laki-laki,SMA,Contract,1,11700000.0,2023-09-17,13750000.0,7000000,4800000,54,3,Tertagih,290,1,7500000,13750000.0,11000000,15500000,11000000,10000000,10500000,19000000,16000000,11000000,15000000,15500000,13000000,17500000,3,0,0,0,0,24,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,1,0,DPK,86877,4,17,"Banten, 28-06-1974",49,Profesional,Cerai mati
2734,Brenda Lewis,8978810000493888,"Gg. Cikapayang No. 5
Tebingtinggi, Bengkulu 47082",+62 (054) 226-1762,Perum Edwards,perempuan,S3,Retired,2,13000000.0,2023-04-22,14750000.0,15500000,14750000,71,3,Tidak tertagih,400,2,5000000,29500000.0,11000000,14500000,16000000,14500000,18000000,14000000,17500000,17000000,11000000,14000000,15500000,14000000,0,24,30,0,0,0,0,0,0,17,0,0,0,1,2,0,0,0,0,0,0,1,0,0,DPK,47082,16,14,"Kalimantan Tengah, 12-08-1966",57,Pengusaha,Cerai hidup
2735,Morgan Aguilar,9363955416879963,"Gang Asia Afrika No. 81
Singkawang, KT 72631",+62 (050) 556-7509,PD Oconnor Roberts (Persero) Tbk,perempuan,D2,Retired,4,18500000.0,2023-01-15,13125000.0,16500000,11450000,154,9,Tidak tertagih,126,3,6000000,39375000.0,13000000,17500000,19000000,3500000,6500000,20500000,9500000,7500000,5000000,22500000,5500000,27500000,17,4,18,0,0,20,29,18,0,17,12,19,1,0,1,0,0,1,2,3,0,1,0,1,Diragukan,72631,8,8,"Kalimantan Utara, 28-09-1978",45,Profesional,Cerai mati
2736,Isaac Martinez,7584895689333217,"Jl. Dipatiukur No. 4
Lhokseumawe, GO 08361",+62 (0449) 287-5778,Perum Flores Tbk,laki-laki,D3,Full-time,3,17500000.0,2023-05-14,14458333.333333334,17500000,13050000,167,8,Tidak tertagih,262,2,9000000,28916666.666666668,23500000,7500000,11000000,2500000,2000000,17500000,28000000,5000000,28500000,6000000,14000000,28000000,29,8,0,0,20,20,7,0,26,0,29,28,1,0,0,0,1,2,0,0,1,0,1,2,Diragukan,08361,13,10,"Maluku, 03-03-1962",61,Profesional,Belum menikah
2737,Dave Hunt,8166302055291915,"Jalan W.R. Supratman No. 638
Langsa, SB 53947",+62 (099) 076 9706,CV Castaneda,laki-laki,D1,Full-time,5,17500000.0,2023-02-24,15333333.333333334,7000000,4200000,112,7,Tidak tertagih,207,2,7000000,30666666.666666668,25000000,20500000,3000000,14500000,3500000,21500000,20000000,18000000,22000000,18000000,12500000,5500000,16,23,12,0,0,7,0,16,0,15,0,23,1,2,0,0,0,0,0,1,0,1,0,1,Kurang lancar,53947,4,7,"Sulawesi Tengah, 27-01-1981",42,Buruh,Belum menikah
2738,Matthew Adams,3199172435220132,"Gg. Moch. Toha No. 306
Bontang, BE 21119",+62 (33) 463-3969,PT Sims Williams Tbk,perempuan,SMA,Contract,1,13700000.0,2023-05-11,14833333.333333334,8000000,5900000,120,7,Tidak tertagih,318,2,7000000,29666666.666666668,10500000,19000000,12000000,13000000,14500000,19000000,19000000,15500000,12500000,18500000,11500000,13000000,25,22,0,19,9,0,0,23,3,0,19,0,1,2,0,1,0,0,0,1,0,0,1,0,Kurang lancar,21119,20,2,"Lampung, 05-02-1966",57,Pegawai Negeri,Cerai mati
2739,John Sandoval,3221602154312294,"Jl. Setiabudhi No. 14
Lhokseumawe, KB 72912",+62 (0361) 222 2021,CV Gardner Medina,laki-laki,SMA,Contract,1,12700000.0,2023-08-03,14458333.333333334,14500000,13950000,52,3,Tidak tertagih,310,1,8500000,14458333.333333334,19500000,17500000,15000000,17000000,11000000,11000000,14500000,10500000,12000000,14500000,14500000,16500000,0,0,0,0,27,0,0,0,22,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,DPK,72912,16,3,"Kalimantan Utara, 15-05-1992",31,Pegawai Negeri,Menikah
2740,Gail Roach,1156780319866709,"Gg. Gardujati No. 8
Depok, SS 21515",+62 (006) 542 4288,Perum Stevens Tbk,perempuan,S2,Retired,4,18000000.0,2023-04-24,14291666.666666666,10500000,6850000,119,7,Tidak tertagih,101,2,4000000,28583333.33333333,19500000,13500000,12500000,20000000,5000000,21000000,4500000,21500000,19000000,17500000,14000000,3500000,12,0,0,0,16,30,4,29,0,18,10,0,0,0,0,0,1,2,0,1,0,1,0,0,Kurang lancar,21515,10,13,"Kalimantan Barat, 15-01-1984",39,Pegawai Swasta,Belum menikah
2741,Luis Peters PhD,5034966060192123,"Gg. Ahmad Dahlan No. 04
Madiun, Bali 54999",+62 (0622) 963-9679,CV Joyce,laki-laki,S1,Full-time,4,27000000.0,2023-08-07,33833333.333333336,33500000,17950000,119,7,Tidak tertagih,446,1,9000000,33833333.333333336,30500000,32000000,35500000,36500000,32000000,30500000,35500000,38500000,36500000,31000000,37000000,30500000,25,5,13,26,6,0,0,28,0,16,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Kurang lancar,54999,2,3,"Banten, 27-12-1990",33,Buruh,Cerai hidup
2742,Cassandra Hart,3857091838701749,"Gang Ciumbuleuit No. 9
Ternate, BB 59277",+62 (0609) 226 0248,PT Farley,perempuan,D2,Contract,0,10500000.0,2023-04-03,13291666.666666666,6500000,3250000,21,3,Tertagih,458,0,10500000,0.0,12500000,13500000,10500000,19500000,13000000,12000000,10500000,12500000,10000000,15000000,17000000,13500000,0,4,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,59277,1,16,"Nusa Tenggara Timur, 17-01-1963",60,Pengusaha,Cerai mati
2743,Lori Jones,1957580779300851,"Gg. Pasteur No. 7
Pagaralam, Kalimantan Barat 31815",+62-96-434-6600,PD Morrow (Persero) Tbk,perempuan,D1,Full-time,2,17500000.0,2023-09-01,10708333.333333334,1000000,900000,47,3,Tertagih,328,1,7500000,10708333.333333334,3000000,4500000,13500000,9000000,17500000,7500000,5000000,29500000,9500000,8500000,15000000,6000000,0,0,0,9,0,12,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,DPK,31815,6,19,"Kalimantan Tengah, 01-08-1978",45,Pengusaha,Menikah
2744,Robin Todd,4791384132000212,"Jalan Otto Iskandardinata No. 550
Sorong, PB 99174",+62 (52) 153 7122,UD Herrera (Persero) Tbk,laki-laki,S2,Retired,4,13000000.0,2023-01-20,14875000.0,10000000,6800000,42,5,Tertagih,468,1,5000000,14875000.0,13500000,13500000,16000000,17500000,11000000,16000000,17000000,18500000,16500000,18000000,10500000,10500000,0,11,0,0,19,4,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,99174,1,12,"Jawa Tengah, 11-10-1979",44,Profesional,Cerai hidup
2745,Jacob Dominguez,7334814676944455,"Gang Moch. Ramdan No. 82
Mataram, Sulawesi Tenggara 49932",+62 (389) 006 4065,Perum Green Malone Tbk,laki-laki,SMP,Internship,0,2600000.0,2023-06-18,4000000.0,7500000,4550000,117,7,Tidak tertagih,3,3,8000000,12000000.0,6500000,4000000,2000000,7500000,1000000,3500000,9000000,3000000,6000000,1000000,1500000,3000000,0,7,26,0,0,6,0,16,22,21,0,19,0,0,1,0,0,0,0,1,2,3,0,1,Kurang lancar,49932,10,16,"Kepulauan Bangka Belitung, 17-05-1967",56,Pegawai Negeri,Cerai hidup
2746,Kimberly Montgomery,8431052718296951,"Gang Ahmad Yani No. 954
Kediri, Riau 84667",+62 (0748) 058 0069,PD Vega Barry (Persero) Tbk,laki-laki,S2,Full-time,3,27000000.0,2023-03-02,34708333.333333336,37000000,32200000,42,2,Tertagih,401,1,13000000,34708333.333333336,34500000,37000000,32000000,33500000,36500000,39000000,38500000,32000000,32000000,31500000,35500000,34500000,0,0,0,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,1,0,0,1,0,0,DPK,84667,3,3,"Sulawesi Barat, 31-03-1995",28,Pegawai Negeri,Cerai hidup
2747,Linda Chapman,5005118397363282,"Gang Cihampelas No. 44
Jambi, LA 20280",+62-018-847-4991,CV Reynolds Joseph,perempuan,D1,Retired,5,10500000.0,2023-08-31,14250000.0,7000000,6000000,58,3,Tertagih,282,1,4000000,14250000.0,15500000,11500000,14500000,16500000,14500000,15000000,14500000,11500000,11000000,12500000,15000000,19000000,29,0,28,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,DPK,20280,16,14,"Kalimantan Utara, 08-04-1968",55,Pegawai Negeri,Belum menikah
2748,Leah Park,3206078740072388,"Gg. Antapani Lama No. 879
Denpasar, Sulawesi Utara 91350",+62 (86) 112 3632,Perum Robinson,perempuan,D2,Retired,4,15500000.0,2023-02-27,12833333.333333334,11000000,7400000,190,10,Tidak tertagih,286,2,7000000,25666666.666666668,5500000,8000000,17500000,28000000,9000000,16500000,8000000,3000000,4000000,21000000,17000000,16500000,28,0,27,0,28,4,25,29,13,2,14,20,1,0,1,0,1,0,1,2,0,0,0,1,Macet,91350,1,7,"Kepulauan Bangka Belitung, 17-07-1974",49,Pegawai Swasta,Cerai hidup
2749,Yvonne Murray,5598906364135667,"Gang Pasteur No. 90
Pangkalpinang, AC 98096",+62 (80) 149-5195,UD Torres Tbk,laki-laki,D3,Full-time,5,17500000.0,2023-09-01,16583333.333333334,23000000,13400000,186,10,Tidak tertagih,195,2,6000000,33166666.666666668,2000000,20500000,19000000,6000000,28000000,14500000,19000000,12000000,27500000,17500000,26500000,6500000,22,0,19,25,12,10,22,19,11,23,23,0,1,0,1,2,0,0,1,2,0,1,2,0,Macet,98096,14,7,"Sulawesi Barat, 18-12-1983",40,Buruh,Belum menikah
2750,Martin Patterson,8332043792727871,"Gang Rungkut Industri No. 791
Magelang, Sulawesi Tenggara 66876",+62 (70) 452 6593,Perum Miller Duncan (Persero) Tbk,laki-laki,D1,Full-time,3,17500000.0,2023-08-30,12791666.666666666,27500000,19250000,60,4,Tertagih,442,1,7500000,12791666.666666666,9000000,3500000,23000000,13500000,26000000,8500000,7500000,7000000,12000000,22500000,10000000,11000000,0,0,0,0,0,28,13,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,DPK,66876,11,18,"Maluku, 15-03-1997",26,Profesional,Cerai hidup
2751,George Lee,7309181340847327,"Jalan Moch. Ramdan No. 627
Salatiga, Kalimantan Tengah 65194",+62 (0076) 726-8069,Perum Mata Tbk,perempuan,D3,Full-time,0,26500000.0,2023-09-13,36666666.66666666,38000000,30400000,39,2,Tertagih,496,1,4000000,36666666.66666666,37500000,36500000,38500000,39000000,33000000,38500000,38000000,36000000,33500000,38500000,35500000,35500000,0,0,0,0,0,22,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,DPK,65194,6,19,"DI Yogyakarta, 06-02-1997",26,Pegawai Swasta,Cerai mati
